name,Base Note,Department,Heart/Middle Note,link,Scents/Notes,Size,Top Note,price,concentration
Juicy Couture Royal Rose,"incense, musk",Women,heliotrope,https://www.noon.com/uae-en/royal-rose-edp-100ml/N13206985A/p?o=a17c1e12acf260af,Floral,100ml,,133.0,EDP
Juicy Couture Viva La Juicy Bowdacious,"coconut milk, tonka bean , driftwood",Women,"tiare flower, jasmine sambac , white ginger lily",https://www.noon.com/uae-en/viva-la-juicy-bowdacious-edp-100ml/N23769510A/p?o=dbb41e13f97c461f,,100ml,,149.55,EDP
Juicy Couture Viva La Juicy,"amber, caramel, praline, sandalwood, vanilla",Women,"honeysuckle, gardenia, jasmine",https://www.noon.com/uae-en/viva-la-juicy-edp-100ml/N11203172A/p?o=b3d5d777edaf464e,Floral,100ml,"mandarin orange, wild berries",143.15,EDP
Juicy Couture Viva La Juicy Glace,"warm vanilla, amber, smooth sandalwood",Women,"jasmine, orange blossom",https://www.noon.com/uae-en/viva-la-juicy-glace-edp-100ml/N13316274A/p?o=aa46cff9be5af54a,,100ml,"frozen mandarin, frosted cassis leaves, pear sorbet",199.0,EDP
Juicy Couture Viva La Juicy Gold Couture,"sandalwood, golden amber, caramel, vanilla elixir",Women,"sambac jasmine, honeysuckle",https://www.noon.com/uae-en/viva-la-juicy-gold-couture-edp-100ml/N11202138A/p?o=d5c5ddb724fc92cc,Fruity,100ml,wild berries,120.3,EDP
Juicy Couture Viva La Juicy Noir,"amber, caramel, vanilla, sandalwood",Women,"gardenia, honeysuckle, jasmine",https://www.noon.com/uae-en/viva-la-juicy-noir-edp-100ml/N11201333A/p?o=ff98f39d0b177f7e,Fruity,100ml,,130.0,EDP
Juicy Couture Viva La Juicy Rose,"ambroxan, orris absolute, benzoin",Girls,"rose centifolia, white peony, jasmine sambac",https://www.noon.com/uae-en/viva-la-juicy-rose-edp-100ml/N12890250A/p?o=cbce5c492bbe9f7d,,100ml,,135.0,EDP
Juicy Couture Viva La Juicy Sucre,"whipped cream, vanilla, sandalwood, cacao",Women,"orange blossom, jasmine, peach, almond cream",https://www.noon.com/uae-en/viva-la-juicy-sucre-edp-100ml/N23719083A/p?o=b1f1c9ffbdb434ec,,100ml,,450.0,EDP
Juicy Couture Vivi La Juicy Limited Edition,"caramel, vanila, praline, amber, sandalwood",Women,"honeysuckle, gardenia, jasmine",https://www.noon.com/uae-en/vivi-la-juicy-limited-edition-edp-100ml/N11200427A/p?o=c167b0e706546e7f,Floral,100ml,,125.0,EDP
Julia Robenson Coachella,"jasmine, grapefruit, citruses, cedar, pink pepper",Women,"sandalwood, patchouli, min, vetiver , incense",https://www.noon.com/uae-en/coachella-edp-100ml/N23282491A/p?o=a956ae6cc1a680fb,,100ml,"labdanum, nutmeg, ginger",75.0,EDP
Julia Robenson Gran,"white musk, tonka beans, amber",Men,"water, aldehydes",https://www.noon.com/uae-en/gran-edp-100ml/N23282516A/p?o=d2184989201887eb,,100ml,"water, aldehydes",70.0,EDP
Julia Robenson Jolia,"himalayan cedar, sandal",Women,"heliotrope, jasmine, bulgarian rose",https://www.noon.com/uae-en/jolia-edp-100ml/N30619337A/p?o=a77c1bfa5439fffe,"Floral, Fruity",100ml,"allspice, purple freesia",99.0,EDP
Julia Robenson Sense Pour Femme,"gaik, peach, oak mousse, salty amber",Women,"laurel, jasmine",https://www.noon.com/uae-en/sense-pour-femme-edp-100ml/N38464886A/p?o=d9c389ec3c6211bb,,100ml,"grapefruit, oranges, as well as flavors of marine odors",65.0,EDP
Julietee Has A Gun Mad Madame,"white musk, tolu balsam, vanilla absolute, castoreum",Unisex,"peony, patchouli, tuberose, moss, jasmine;",https://www.noon.com/uae-en/has-a-gun-mad-madame-edp-100ml/N11756433A/p?o=e0f50f8eef4a01de,,100ml,"rose, amber, black currant, freesia",251.35,EDP
Juliette Has a Gun Gentlewoman,"ambroxan, woody accord",Women,,https://www.noon.com/uae-en/gentlewoman-edp-100ml/N26636569A/p?o=e93d43253cc5ef3f,Woody,100ml,"bitter orange blossom, neroli",253.4,EDP
Juliette Has a Gun Juliette Has A Gun Mmmm...,"white musk, vanilla, sandalwood, patchouli, heliotrope, caramel",Unisex,"iris, jasmine sambac, tuberose, orange blossom",https://www.noon.com/uae-en/juliette-has-a-gun-mmmm-edp-100ml/N23100824A/p?o=cbb72f2c5b65033c,,100ml,"raspberry, geranium, neroli",253.55,EDP
Juliette Has a Gun Lady Vengeance,"ambroxan, vanilla, white musk",Women,"bulgarian rose, moroccan rose, iso e super, patchouli, geranium",https://www.noon.com/uae-en/lady-vengeance-edp-100ml/N13324864A/p?o=b81e79bd4c21782d,,100ml,"lavender, bergamot",350.0,EDP
Juliette Has a Gun Not A Perfume,,Women,,https://www.noon.com/uae-en/not-a-perfume-edp-100ml/N13789926A/p?o=a8e54cd97c1e851f,Woody,100ml,cetalox,300.65,EDP
Juliette Has a Gun Vengeance Extreme,"tonka bean, labdanum, white muskc, vanilla, ambroxan",Women,"patchouli, bulgarian rose",https://www.noon.com/uae-en/vengeance-extreme-edp-3-3ounce/N26880455A/p?o=e7eceea3135287cc,,3.3ounce,"lavender, bergamot",361.0,EDP
KARTUN Beauty,,Women,"jasmine, white musk",https://www.noon.com/uae-en/beauty-edp-25ml/N19637601A/p?o=fe6fc1128801e27d,,25ml,"blood orange, grapefruit, citruse",10.45,EDP
KARTUN Brilliant Mini Beauty,,Men,,https://www.noon.com/uae-en/brilliant-mini-beauty-edp-25ml/N19637624A/p?o=fb183a06b77e670c,,25ml,"metallic notes, grapefruit, pink pepper, galbanum",11.0,EDP
KARTUN Crown Mini Beauty,,Women,black vanilla,https://www.noon.com/uae-en/crown-mini-beauty-edp-30ml/N19637614A/p?o=f1d586cfc8b4326b,,30ml,floral accords of orchid,11.5,EDP
KARTUN Expect,,Women,"jasmine absolute, patchouli heart",https://www.noon.com/uae-en/expect-edp-25ml/N19637602A/p?o=d1bdd1a0c6fc2b1e,,25ml,orange blossom,11.95,EDP
KARTUN Guess,,Women,"mimosa, cloves, orange blossom, clover, rose",https://www.noon.com/uae-en/guess-edp-25ml/N19637599A/p?o=c110125ed7a5c94c,,25ml,"coriander,mandarin orange, peach, jasmine, bulgarian rose",11.0,EDP
KARTUN Happy,,Women,"jasmine, rose, ylang-ylang, tuberose, orris, carnation",https://www.noon.com/uae-en/happy-edp-25ml/N19637600A/p?o=ebdde56daefa403a,,25ml,"orange, mandarin orange, orange blossom, bergamo",10.95,EDP
KARTUN Longing,tuberose,Women,red lily,https://www.noon.com/uae-en/longing-edp-25ml/N19637611A/p?o=c22878acbc595b6e,,25ml,"pink pepper, bitter orange, cypress",10.75,EDP
KARTUN Luxe Gold,,Women,"honeysuckle, gardenia, jasmine",https://www.noon.com/uae-en/luxe-gold-edp-25ml/N19637608A/p?o=dd60fda5d696130f,,25ml,"mandarin orange, wild berries",12.5,EDP
KARTUN Meet Angel K**s,,Women,"bitter orange, red currant, green tangerine, lemon, grapefruit",https://www.noon.com/uae-en/meet-angel-k-s-edp-15ml/N19827962A/p?o=ac4db4f46566c7cb,Fresh,15ml,"bitter orange, red currant, green tangerine, lemon, grapefruit",7.25,EDP
KARTUN Meet Pink Lady,"sandalwood, amber",Women,"jasmine, rose",https://www.noon.com/uae-en/meet-pink-lady-edp-15ml/N19637631A/p?o=a82d4eded7fa98ee,Fresh,15ml,"mandarin orange, freesia, bergamot",11.0,EDP
KARTUN Meet Victor,,Men,"ginger, orange blossom, lotus",https://www.noon.com/uae-en/meet-victor-edp-15ml/N19637626A/p?o=e691a30be048554e,Fresh,15ml,"orange, juniper berries, lavender, mandarin orange, basil, star anise, bergamot",9.55,EDP
KARTUN Mini Beauty,,Women,woody,https://www.noon.com/uae-en/mini-beauty-edp-25ml/N19637647A/p?o=c09948cc99e57eee,Arabian,25ml,sunny indian jasmine,11.6,EDP
KARTUN Mini Beauty,,Women,"almond, coffee, bergamot, lemon",https://www.noon.com/uae-en/mini-beauty-edp-30ml/N19637655A/p?o=c5aa64a9ccb6567a,Fresh,30ml,"floral, mandarin",17.35,EDP
KARTUN Mini Beauty Splend Pink,,Women,"freesia, rose, jasmine, orange blossom, lily-of-the-valley",https://www.noon.com/uae-en/mini-beauty-splend-pink-edp-25ml/N19637606A/p?o=a6574762e12e113b,Arabian,25ml,"white pepper, mandarine, earl grey tea, sake",12.0,EDP
KARTUN Sandalwood,,Men,"chord skin wood leather, extract nutka cypress",https://www.noon.com/uae-en/sandalwood-edp-25ml/N19637607A/p?o=d33f1b9a066f940c,,25ml,woody,11.5,EDP
KAYALI Elixir,"patchouli, amber, vanilla",Women,"may rose, jasmine sambac",https://www.noon.com/uae-en/elixir-11-edp-50ml/N26480511A/p?o=abb9fdfc322d76fd,,50ml,"red apple, rose petal essence",465.0,EDP
KAZIMA Amber Oud Arabian Attar,,Unisex,,https://www.noon.com/uae-en/amber-oud-arabian-attar-30ml/N42015360A/p?o=ef06e026808da73b,Fresh,30ml,amber,96.0,EDP
KAZIMA Fancy Lomani Apparel Concentrated Attar,,Unisex,,https://www.noon.com/uae-en/fancy-lomani-apparel-concentrated-attar-8ml/N42015298A/p?o=ba71b375a6071ccd,Fresh,8ml,lomani,53.0,EDP
KAZIMA Pack Of Pocket Perfume,,Men,,https://www.noon.com/uae-en/pack-of-6-pocket-perfume-20ml/N42015314A/p?o=e505e7dddef4263b,Fresh,20ml,sandalwood,67.0,EDP
KAZIMA Premium Amber Roll On Attar,,Unisex,,https://www.noon.com/uae-en/premium-amber-roll-on-attar-8ml/N42015340A/p?o=dc15ce56e669534b,Fresh,8ml,amber,52.0,EDP
KAZIMA Rooh Rose Attar,vanilla,Unisex,lavender,https://www.noon.com/uae-en/rooh-rose-attar-10ml/N39546350A/p?o=daf6c86d46d63dcf,Floral,10ml,rose,85.0,EDP
KHADLAJ Code Marron Oud,"cedar wood, amber",Men,"cardamom, vanilla",https://www.noon.com/uae-en/code-marron-oud-edp-100ml/N39158516A/p?o=ad9d424cc642806b,Fresh,100ml,,105.0,EDP
KHADLAJ Code Verde Sublime,"amber, vetiver",Men,"lemon, orange, blossom",https://www.noon.com/uae-en/code-verde-sublime-edp-100ml/N39158515A/p?o=a95d94c5af764f7b,Fresh,100ml,,105.0,EDP
KHADLAJ Ganaa,"patchouli, casis",Women,"musk, amber",https://www.noon.com/uae-en/ganaa-edp-100ml/N39158519A/p?o=b821198168a3b21a,Arabian,100ml,,63.0,EDP
KHADLAJ Hareem Al Sultan,"patchouli, rose",Unisex,"jasmine sambac, ylang ylang",https://www.noon.com/uae-en/hareem-al-sultan-edp-100ml/N22798019A/p?o=aca306b97e33b76b,,100ml,"peony, mandarin",33.5,EDP
KHADLAJ Kashmeeri,"vetiver, oud",Men,"cashmeran, ylang ylang",https://www.noon.com/uae-en/kashmeeri-edp-100ml/N39158520A/p?o=b8fe56bf9f7f4eca,Arabian,100ml,,63.0,EDP
KHADLAJ Musk Pour,"musk , cedarwood",Unisex,"terpenes, patchouli",https://www.noon.com/uae-en/musk-pour-edp-100ml/N24365231A/p?o=b09bf82c0aa8cfca,,100ml,"musk , amber",125.0,EDP
KHADLAJ Opus,"cedar, sandalwood",Men,patchouli,https://www.noon.com/uae-en/opus-edp-100ml/N20926193A/p?o=c05db3608d31c25a,,100ml,bergamot,52.5,EDP
KHADLAJ Oud Pour Blueberry,"sandalwood, amber, oud",Unisex,"gourmand, freesia",https://www.noon.com/uae-en/oud-pour-blueberry-edp-100ml/N20926197A/p?o=b629e43e046f724f,Woody,100ml,"berries, jasmine",125.0,EDP
KHADLAJ Pure Musk,"musk, amber",Unisex,"iris,white musk",https://www.noon.com/uae-en/pure-musk-edp-100ml/N24365228A/p?o=a34835dfc5cc5d1c,Woody,100ml,"lilac, freesia",52.5,EDP
KHADLAJ Raed,"oudh, amber",Women,"musk, jasmine",https://www.noon.com/uae-en/raed-edp-100ml/N39158517A/p?o=f96aff6fd09d0a8c,Arabian,100ml,,78.75,EDP
KHADLAJ Rawnak,"ambergris, nutmeg",Men,"damas rose, vetiver",https://www.noon.com/uae-en/rawnak-edp-100ml/N39158518A/p?o=ee119fccb5038bec,Arabian,100ml,,78.0,EDP
KHADLAJ Shai Mukhtalif,"amber, coriander, oak lichen, yemen incense, honey",Unisex,"sandalwood, caramel, cashmere",https://www.noon.com/uae-en/shai-mukhtalif-edp-100ml/N27338561A/p?o=b49eda2161a0e06c,Woody,100ml,,66.0,EDP
KHALIS Falsafat Aashiq,"oakmoss, tonka bean, vanilla, white musk",Unisex,"lemon, rosemary",https://www.noon.com/uae-en/falsafat-aashiq-edp-100ml/N25838902A/p?o=ee8082c9beaf65bf,,100ml,"lemon, rosemary",48.9,EDP
KHALIS Ghaliyah,"ambergris, spices",Unisex,"woody notes, musk, rose",https://www.noon.com/uae-en/ghaliyah-edp-100ml/N23102098A/p?o=a1c3849c9df252ac,,100ml,"agarwood, rose",55.0,EDP
KHALIS Hibah,"contains notes of rose, saffron, agarwood (oud), citruses",Unisex,"crisp, earthy, smooth, creamy, intriguing",https://www.noon.com/uae-en/hibah-eau-de-parfum-100ml/N31784755A/p?o=d1342943cadce25c,,100ml,"an oriental floral fragrance for women, men",57.9,EDP
KHALIS Layali Dubai,"white musk, amber, vanilla, sugar",Unisex,"rose, jasmine, patchouli",https://www.noon.com/uae-en/layali-dubai-edp-100ml/N25838901A/p?o=d84043dd9777f72c,,100ml,"orange, black currant, pink pepper",37.9,EDP
KHALIS Lyra,"raspberry, tropical fruits",Women,"jasmine, musk",https://www.noon.com/uae-en/lyra-edp-100ml/N39509398A/p?o=d555e30ad7b5beee,Floral,100ml,"red currant, litchi, peony",37.9,EDP
KHALIS Oud Malaki,"agarwood, amber, vanilla, raspberry",Unisex,"rose, praline, patchouli, sandalwood",https://www.noon.com/uae-en/oud-malaki-edp-100ml/N23102102A/p?o=ef296a1a5209950a,,100ml,"clove, lavender, geranium",38.0,EDP
KHALIS Oud Mumtaz,"oudh, patchouli, amber, musk",Women,"rose, geranium, orange blossom",https://www.noon.com/uae-en/oud-mumtaz-edp-80ml/N38464280A/p?o=c30c8f16f108f40f,Oriental,80ml,"pear, raspberry, saffron",38.0,EDP
KHALIS Rouat Al Oud,,Unisex,,https://www.noon.com/uae-en/rouat-al-oud-edp-100ml/N28849813A/p?o=bb53fbd6fda8d6ed,Arabian,100ml,oudhy,47.9,EDP
KHALIS Saba,"agarwood (oud), incense",Unisex,turkish rose,https://www.noon.com/uae-en/saba-eau-de-parfum-100ml/N31784754A/p?o=e58e48bf8fb77d8a,,100ml,"coriander, cardamom",48.8,EDP
KILIAN Amber Oud,"atlas cedar, spicy notes",Unisex,"atlas cedar, spicy notes",https://www.noon.com/uae-en/amber-oud-edp-50ml/N13789928A/p?o=bd434b4dd3b5274a,,50ml,,1260.0,EDP
KILIAN Back To Black,"ambergris, labdanum, bourbon vanilla, bitter almond",Unisex,,https://www.noon.com/uae-en/back-to-black-edp-50ml/N40259529A/p?o=c689a520150a492a,Sweet,50ml,,1180.0,EDP
KILIAN Good Girl Gone Bad,"cedar, amber",Women,"narcissus, indian tuberose",https://www.noon.com/uae-en/good-girl-gone-bad-edp-50ml/N36646499A/p?o=b13fbb169a4c8aff,,50ml,"may rose, osmanthus",3258.2,EDP
KILIAN Love The Way You Taste,"a tonic sparkling summer water, vetiver",Unisex,"green leaves, magnolia flower.",https://www.noon.com/uae-en/love-the-way-you-taste-edp-50ml/N34132981A/p?o=a7b7071d8aae1efc,Fresh,50ml,"lemon, mint",1150.0,EDP
KILIAN Moonlight In Heaven,"tonka bean, vetiver",Unisex,"tonka bean, vetiver",https://www.noon.com/uae-en/moonlight-in-heaven-edp-50ml/N13789933A/p?o=dcd3853ad4f4622b,Fruity,50ml,,1150.0,EDP
KILIAN Noir Aphrodisiaque,"tonka bean, tolu balm, cocoa",Unisex,"cypriol, indonesian patchouli, australian sandalwood",https://www.noon.com/uae-en/noir-aphrodisiaque-edp-50ml/N40259480A/p?o=fa89e706c8de1cce,Floral,50ml,,1150.0,EDP
KILIAN On The Rocks,"oakmoss, ambroxan, sandalwood",Unisex,"oakmoss, ambroxan, sandalwood",https://www.noon.com/uae-en/on-the-rocks-edp-50ml/N13789932A/p?o=faf4a7f2abde3cdb,,50ml,"coriander, cardamom",850.55,EDP
KILIAN Perfume Forbidden Games,"vanilla, honey, opoponax",Women,"bulgarian rose, geranium bourbon,, jasmine",https://www.noon.com/uae-en/perfume-forbidden-games-edp-50ml/N11075397A/p?o=a905911de22135da,Fruity,50ml,"apple, peach, plum, cinnamon",867.75,EDP
KILIAN Perfume In The City Of Sin,"atlas cedar, patchouli",Women,"apricot, plum, turkish rose, incense",https://www.noon.com/uae-en/perfume-in-the-city-of-sin-edp-50ml/N11075420A/p?o=e64cc1762c840d5a,Fruity,50ml,"bergamote, pink pepper, guatemalan cardamom",1729.0,EDP
KILIAN Playing With The Devil,"vanila, sandalwood, cedar",Women,"pepper, rose, pimento",https://www.noon.com/uae-en/playing-with-the-devil-edp-50ml/N36646503A/p?o=f1a081d41ac764ef,Fresh,50ml,"litchi, white peach, blood orange",800.3,EDP
KILIAN Rolling In Love,tonka bean,Unisex,iris,https://www.noon.com/uae-en/rolling-in-love-edp-50ml/N39769467A/p?o=fb96316f7189d9ea,Floral,50ml,almond,1439.95,EDP
KILIAN Royal Leather Mayfair,"agarwood (oud), patchouli",Unisex,"heliotrope, leather",https://www.noon.com/uae-en/royal-leather-mayfair-parfum-50ml/N11075396A/p?o=afb0f20d57e12abc,,50ml,"hawthorn, black tea",1150.0,Parfum
KILIAN Voulez-Vous Coucher Avec Moi,"vanilla, cedar, sandalwood, softly linger",Women,"tuberose, gardenia",https://www.noon.com/uae-en/voulez-vous-coucher-avec-moi-edp-50ml/N36646504A/p?o=cf968c9e1cb41b5b,Fruity,50ml,"ylang ylang, rose",870.15,EDP
KILIAN Voulez-Vous Coucher Avec Moi,vanilla,Unisex,rose,https://www.noon.com/uae-en/voulez-vous-coucher-avec-moi-edp-50ml/N39598099A/p?o=c46e46a140e066cf,Floral,50ml,ylan-ylan,880.1,EDP
KIM KARDASHIAN Glam,"orris butter, sandalwood, musk",Women,"flowers of star jasmine, tuberose, rose absolute",https://www.noon.com/uae-en/glam-edp-100ml/N11805046A/p?o=a5e51357e441648d,Citrus,100ml,"watermelon, juicy red berries, citrus",79.95,EDP
KIM KARDASHIAN GlamSpray,"sandalwood, powdery orris root, sensual warmth of musk",Women,"star jasmine, creamy tuberose, rose absolute",https://www.noon.com/uae-en/glam-eau-de-parfum-spray-50ml/N37797015A/p?o=c1143e2ebb992aca,Floral,50ml,"summery watermelon, tangy red berries, tart citruses",57.0,EDP
KIM KARDASHIAN Gold,"sandalwood, exotic patchouli, amber, vanilla",Women,"jasmine, feminine rose, powdery violet",https://www.noon.com/uae-en/gold-edp-100ml/N32137384A/p?o=e3c12ef79aa25d0b,,100ml,"bergamot, tangy grapefruit, rosy-tinged pink pepper",89.0,EDP
KIM KARDASHIAN Pure Honey,"coconut, vanilla, musk",Women,"honeysuckle, orchid, honey, beeswax",https://www.noon.com/uae-en/pure-honey-edp-100ml/N14790239A/p?o=ce0cc56cc3b0a72c,Floral,100ml,"rose, freesia, mandarin blossom",89.95,EDP
KINDUS Alef,"musk, basil, sage, olibanum",Men,"leather, labdanum, incense",https://www.noon.com/uae-en/alef-edp-85ml/N38161044A/p?o=d4b89daa1dac075c,Arabian,85ml,,499.0,EDP
KINDUS Dal,"amber, oakmoss, oud",Unisex,"patchouli, saffron",https://www.noon.com/uae-en/dal-edp-85ml/N38161047A/p?o=a87ffefb8fd567aa,Arabian,85ml,,499.0,EDP
KINDUS Jeem,"sandal wood, amber, agarwood, incense",Unisex,saffron,https://www.noon.com/uae-en/jeem-edp-85ml/N38161043A/p?o=f87bfe06c1b4761a,Arabian,85ml,,499.0,EDP
KINDUS SIIN,"cedar, patchouli, french labdanum",Unisex,"sage, fressia, jasmine",https://www.noon.com/uae-en/siin-edp-85ml/N38161045A/p?o=b6630535b098d38c,Arabian,85ml,,499.0,EDP
KORLOFF Gala A L'Opera,"vanilla, ambroxan, patchouli",Women,"cashmere wood, benzoin, heliotrope",https://www.noon.com/uae-en/gala-a-l-opera-edp-100ml/N39542451A/p?o=dadc3c15c828ac6e,,100ml,"white chocolate, magnolia, pink pepper",107.75,EDP
KORLOFF Gold,"cedar, vanilla, musk",Women,"tobacco flower, jasmine, frangipani",https://www.noon.com/uae-en/gold-edp-88ml/N11805054A/p?o=aa5ebd9751d52e4c,Floral,88ml,"coconut, gardenia, strawberry",95.0,EDP
KORLOFF In Love,"oud, papyrus essence, tonka bean absolute, patchouli essence",Women,"jasmine sambac absolute, ylang, rose",https://www.noon.com/uae-en/in-love-edp-50ml/N14349941A/p?o=f136e71e47ea187f,Floral,50ml,"rose baya, peony",56.65,EDP
KORLOFF Lady Korloff,"musk, sandalwood, virginia cedar",Women,"jasmine, african orange flower, tuberose",https://www.noon.com/uae-en/lady-korloff-edp-88ml/N13581760A/p?o=a2515087b589ce5d,,88ml,"orange, mandarin orange, pear",97.75,EDP
KORLOFF Love,"oud, papyrus essence, tonka bean absolute, patchouli essence",Women,"jasmine sambac, absolute, ylang, rose",https://www.noon.com/uae-en/love-edp-100ml/N11202144A/p?o=a0e60542b9e6e5ef,,100ml,"pink, pepper, peony",110.95,EDP
KORLOFF Miss,"musk, vanilla, white cedar extract",Women,"lily of the valley, rhubarb, white lotus",https://www.noon.com/uae-en/miss-edp-88ml/N38589898A/p?o=ba4dae0eb85f8e8b,,88ml,"cassis, apple, ylang ylang, mandarin orange",123.2,EDP
KORLOFF Paris Majestic Tuberose,"cashmere wood, sandalwood, patchouli",Women,"ylang ylang, tuberose, clove",https://www.noon.com/uae-en/paris-majestic-tuberose-edp-88ml/N18287159A/p?o=d95709877fd93d1c,Floral,88ml,"cardamom, pink pepper, mandarin",94.55,EDP
KORLOFF Paris Ultimate,musk,Men,rose,https://www.noon.com/uae-en/paris-ultimate-edp-100ml/N41695861A/p?o=e8ae5ca0c7a94d5d,Woody,100ml,,105.0,EDP
KORLOFF Pour Homme,amber,Women,moroccan cedar,https://www.noon.com/uae-en/pour-homme-edp-88ml/N42947691A/p?o=e39ffa21cb9dac6a,Aromatic,88ml,,113.0,EDP
KORLOFF Private Silver Wood,cinnamon,Men,lavender,https://www.noon.com/uae-en/private-silver-wood-edp-50ml/N33904995A/p?o=d5f68c3cdf052f9e,,50ml,patchouli,67.3,EDP
KORLOFF Private Silver Wood,"amberwood, vanilla, musk, sandalwood",Men,"agarwood (oud), patchouli, labdanum",https://www.noon.com/uae-en/private-silver-wood-edp-88ml/N13233884A/p?o=ac706f75347a657e,Floral,88ml,"rose, nutmeg, incense",84.35,EDP
KORLOFF Royal Oud,"amberwood, vanilla, musk, sandalwood",Unisex,"agarwood (oud), patchouli, labdanum",https://www.noon.com/uae-en/royal-oud-edp-88ml/N11805057A/p?o=a2247aafce644c3a,Floral,88ml,"rose, nutmeg, incense",130.2,EDP
KORLOFF Royal Oud Intense,,Women,"patchouli, oud, labdanum",https://www.noon.com/uae-en/royal-oud-intense-edp-3ounce/N36646521A/p?o=e386eb96c233a41d,,3ounce,"spicy nutmeg, fragrant rose",122.7,EDP
KORLOFF Take Me To The Moon,"musk, jasmine",Women,"musk, jasmine",https://www.noon.com/uae-en/take-me-to-the-moon-edp-50ml/N34171965A/p?o=e6b8b67b1ccb11df,,50ml,"musk, jasmine",52.5,EDP
KORLOFF Take Me to the Moon,"cedar wood, moss",Women,"jasmine sambac absolu, osmanthus, rose",https://www.noon.com/uae-en/take-me-to-the-moon-edp-100ml/N11202147A/p?o=d797657fc021542a,,100ml,"pear, bergamot, white peach",74.7,EDP
KORLOFF Un Gardin A Paris,"incense, musk, patchouli",Women,"tuberose, jasmine, gardenia",https://www.noon.com/uae-en/un-gardin-a-paris-edp-100ml/N33904907A/p?o=d9bc40ce85b0fddf,Oriental,100ml,"ylang-ylang, orange blossom, rhubarb",120.0,EDP
KORLOFF Un Soir A Paris,"marshmallow, patchouli essence, tonka bean",Women,"rose absolute, jasmine absolute, white peach",https://www.noon.com/uae-en/un-soir-a-paris-edp-100ml/N11202148A/p?o=a3d65c0e940efa2a,,100ml,"bergamot essence, grapefruit, coriander essence",85.0,EDP
KORLOFF White Intense,"cashmeran, virginia cedar, musk, tonka bean",Unisex,"lavender, african orange flower, clary sage",https://www.noon.com/uae-en/white-intense-edp-88ml/N19578615A/p?o=c631cd798b3acbcf,Aromatic,88ml,"cardamom, bergamot, violet leaf",137.7,EDP
Kama Ayurveda Kama Ayurveda Home Aroma Box,,Unisex,,https://www.noon.com/uae-en/kama-ayurveda-home-aroma-box-75g/N42015295A/p?o=d3171c9ff584b56d,Fresh,75g,ayurveda,129.0,EDP
Karl Lagerfeld,"amber, woody notes, musk",Women,"frangipani, magnolia, rose",https://www.noon.com/uae-en/edp-45ml/N11748186A/p?o=b32582a5677bca4d,,45ml,"lemon, peach",66.25,EDP
Karl Lagerfeld,"amber, woody notes, musk",Women,"frangipani, magnolia, rose",https://www.noon.com/uae-en/edp-85ml/N11748185A/p?o=af42c05e2e66d83e,,85ml,"lemon, peach",85.0,EDP
Karl Lagerfeld Fleur D'orchidee,cedar,Women,pink pepper,https://www.noon.com/uae-en/fleur-d-orchidee-edp-100ml/N39769445A/p?o=ef7c2e2e5f8ef9aa,Floral,100ml,neroli,86.05,EDP
Karl Lagerfeld Fleur De Murier,"sandalwood, musk, amber, vanilla",Women,"violet, blackberry blossom, orange blossom, lilly-of-the-valley",https://www.noon.com/uae-en/fleur-de-murier-edp-100ml/N23426499A/p?o=a9b1a5f66b075ebd,,100ml,"raspberry leaf, red currant, orange",82.05,EDP
Karl Lagerfeld Fleur De Pecher,woodsy mask,Women,"jasmine tea, peach blossom",https://www.noon.com/uae-en/fleur-de-pecher-edp-50ml/N39542439A/p?o=af5e7e5abda074ee,Floral,50ml,,91.0,EDP
Karl Lagerfeld Karl Paris Rue Saint Guillaume (W),patchouli,Women,gardenia,https://www.noon.com/uae-en/karl-paris-21-rue-saint-guillaume-w-edp-100ml/N42947735A/p?o=c1c11ed548c1c33c,,100ml,,88.15,EDP
Kate Spade Live Colorfully SunsetSpray,"ambrette, sandalwood, cedar",Women,"purple freesia, violetexceeds",https://www.noon.com/uae-en/live-colorfully-sunset-edp-spray-3-4ounce/N26880308A/p?o=c153e6801fec7dde,Woody,3.4ounce,,218.0,EDP
Katy Perry Indi,"amber, tonka seed, musk, white calf, black calf, egyptian musk, icelandic musk",Women,"cyclamen, lily of the valley, white cedar extract",https://www.noon.com/uae-en/indi-edp-3-4ounce/N26880407A/p?o=b3500c3f50e524ff,,3.4ounce,"white tea, plum, bergamot",51.5,EDP
Katy Perry Killer Queen,"cashmere, patchouli, liquid praline",Women,"velvety red flower (celosia), sambac jasmine, rainbow plumeria",https://www.noon.com/uae-en/killer-queen-edp-100ml/N14790542A/p?o=c7a117f692b4af8c,,100ml,"wild berries, dark plum, bergamot accords",69.0,EDP
Katy Perry Purr,"vanilla orchid, creamy sandalwood, white amber, coconut, musk",Women,"jasmine, pink freesia, bulgarian rose",https://www.noon.com/uae-en/purr-edp-100ml/N13790113A/p?o=b2225a3eb3fc358d,,100ml,,69.6,EDP
Katy Perry Royal Revolution,"vanilla orchid, leather, musk, blackthorn",Women,"jasmine, orange blossom, sandalwood",https://www.noon.com/uae-en/royal-revolution-edp-100ml/N11804983A/p?o=c831f16bc7c1d73e,Woody,100ml,,83.3,EDP
